EASINID,Country,Year,Ref
R19068,FR,2004,"Bouchet, V.M.P., Debenay, J.P. & Sauriau, P.G., 2007. First report of Quinqueloculina Carinatastriata (Wiesner, 1923) (Foraminifera) along the French Atlantic coast (Marennes-Oléron Bay and Ile de Ré) doi: 10.2113/gsjfr.37.3.204 Journal of Foraminiferal Research July 2007 v. 37 no. 3 p. 204-212."
R18489,RU,1980,NOBANIS - European Network on Invasive Alien Species. 
R00276,BE,1971,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00280,UK,1997,Manual of the Alien Plants of Belgium. 
R00281,CZ,1959,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R00284,AT,1835,NOBANIS - European Network on Invasive Alien Species. 
R00285,BE,1977,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00289,UK,1950,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668
R17713,AL,1979,Adhami & Murati (1987) Rev. Mjekësore 1: 13–16.
R16906,UK,2006,"Taylor MA, Jackson V, Zimmer I, Huntley S, Tomlinson A, Grant R (2006). Qualitative Veterinary Risk Assessment: Introduction of Exotic Diseases (other than Rabies) in the UK. Sand Hutton, York: Central Science Laboratory, Veterinary Surveillance Team. 49 pp."
R16907,FR,2000,Schaffner et al. (2003) J. Americ. Mosquito Contr. Assoc. 19: 1–5.
R17656,BE,2008,Versteirt et al (2012) Zootaxa 3191: 21–32.
R00294,UK,1900,Chandler (pers com)
R00296,DE,1831,"CABI-Invasive Species Compendium. Datasheets, maps, images, abstracts and full text on invasive species of the world. "
R00297,BE,1854,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00300,DK,1845,NOBANIS - European Network on Invasive Alien Species. 
R00302,LV,1962,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00303,BE,1854,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00304,BE,1835,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00309,DK,1867,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R19745,CH,1949,"Volet B, 2006. Checklist of the birds of Switzerland. Der Ornithologische Beobachter 103: 271-294 "
R00312,BE,1853,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R16908,ES,1999,Báez M. & Askew R.R. (1999) New records of Chalcidoidea (Hymenoptera) from the Canary Islands. Boletin de la Asociation Española de Entomologia 23(1-2):74
R00317,ES,2009,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp."
R00318,PT,2005,Reynaud (2010) BioRisk 4: 767–791.
R00325,ES,2009,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp."
R00327,UA,2003,"Zur Strassen R (2003) Die terebranten thysanopteren Europas und des Mittelmeer-Gebietes. Die Tierwelt Deutschlands 74. Keltern, Germany: Verlag Goecke and Evers. 277 pp."
R00328,PT,1661,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00329,UK,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00330,IT,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00332,IT,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00333,IT,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R16522,LB,1988,"Goy, J., Lakkis, S. & Zeidane, R., 1988. Les Meduses de la Mediterranee, Rapports et Proces-Verbaux des Reunions de la Commission Internationale pour l'Exploration Scientifique de la Mer Mediterranee, Monaco., 31(2): 299."
R17473,TR,2011,"Turan, C., Gurlek, M., Yaglioglu, D. & Seyhan, D., 2011. A new alien jellyfish species in the Mediterranean Sea - aequorea globosa Eschscholtz, 1829 (Cnidaria: Hydrozoa). J. Black Sea/Mediterranean Environment, 17(3): 282-286."
R19307,IL,2013,"Mizrahi et al., 2015"
R19668,TR,2015,"Yilmaza NI, Isinibilirb M, Vardara D & Dursuna F, 2017. First record of Aequorea vitrina Gosse, 185"
R00334,UK,1953,"Williams et al., 1953"
R00336,DE,1894,"Emmerich and Wiebel, 1894"
R00337,BE,2003,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00338,BE,1999,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00342,UK,1950,Wikipedia
R00343,SE,2005,NOBANIS - European Network on Invasive Alien Species. 
R18866,NO,1975,NOBANIS - European Network on Invasive Alien Species. 
R00351,PT,2004,"Murilhas AM, 2005. aethina tumida arrives in Portugal. Will it be eradicated? EurBee Newsletter, 2:7-9."
R16523,EG,1924,"Hastings, A.B., 1927. Cambridge Expedition to the Suez Canal, 1924. Pt. 20. Report on the Polyzoa. Transactions of the zoological Society of London, 22: 331-354."
R20197,PT,1960,"Blome, S., K. Franzke, et al. (2020). ""African swine fever - A review of current knowledge."" Virus Research 287: 1-15.		"
R00359,IL,1997,"Bogi, C. & Galil, B. S., 1999. New findings along the Israeli coast. La Conchiglia 31(292): 22-29, 63."
R19133,NL,1986,De Winter & Van Bruggen (1991) Proc. Kon. Ned. Akad. Wet. 95: 515-533
R00360,PT,1957,Vandel A. (1957) Les Isopodes terrestres des Açores. Mem. Mus. Hist. Nat. Paris 8 : 249- 264.
R00361,MT,1979,"Kraus F. 2009. Alien Reptiles and Amphibians. A Scientific Compendium and Analysis. Springer, Dordrecht, the Netherlands. Kraus, F., and E.W. Campbell III. 2002."
R00362,ES,2011,"Base de Datos de Especies Introducidas en Canarias, 2011. Gobierno de Canarias. http://www.interreg-bionatura.com/especies/index.php?opt=verDatos#"
R16909,FR,1970,Rasplus et al. (2010) BioRisk 4: 669–776
R00363,ES,2001,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00364,ES,2005,Grupo De Aves Exóticas (Gae-Seo/Birdlife) (2005)
R00365,AT,1953,Rutgers (1965)
R00366,DE,1998,Bestandsaufnahme Und Bewertung Von Neozoen In Deutschland (2002)
R00367,FR,2002,Orueta (2002)
R19776,ES,2008,"Carrete M, Tella JL, 2008. Wild-bird trade and exotic invasions: a new link of conservation concern? Frontiers in Ecology and the Environment, 6: 207-211"
R00369,UK,2002,"Dudley, S. P. (2005). ""Changes To Category C Of the British List."" Ibis 147: 803-820."
R00371,UK,1973,"Farnham, W.F. & Irvine, L.M., 1979. Discovery of members of the red algal family Solieriaceae in the British Isles. British Phycological Journal, 14, 123."
R00376,UK,1977,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668
R00377,AT,1998,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00378,NO,2000,NOBANIS - European Network on Invasive Alien Species. 
R18867,PT,2002,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00380,UK,1990,Chandler (pers com)
R00382,ES,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00384,PT,1975,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00385,PT,1934,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00387,ES,2001,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00388,IT,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00389,ES,1940,"CABI-Invasive Species Compendium. Datasheets, maps, images, abstracts and full text on invasive species of the world. "
R00390,NL,2001,"Wolschrijn, J. B. & Kuchlein, J. H. 2000"
R19733,UK,1863,"Snow D, Perrins C, 1998. The birds of the western Palearctic (Volume 2). Oxford Uni Press, New York, USA."
R00392,IT,1966,Rasplus et al. (2010) BioRisk 4: 669–776
R00393,UK,1735,Rasplus et al. (2010) BioRisk 4: 669–776
R00394,ES,1800,Goberno de Canarias. Especies introducidas en Canarias. 2014
R00395,DK,1921,NOBANIS - European Network on Invasive Alien Species. 
R00396,ES,1973,Hansen A. 1975.Contributions to the Flora of the Canary Islands..Cund. Bot. Canar. 3-14(3-14)
R00398,UK,1822,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R16525,EG,1994,"Samir, A.M., Abdou, H.F., Zazou, S.M. & El-Menhawey, W.H., 2003. Cluster analysis of recent benthic foraminifera from the northwestern Mediterranean coast of Egypt. Revue de Micropaleontologie, 46, 111-130."
R16526,EG,1994,"Samir, A.M., Abdou, H.F., Zazou, S.M. & El-Menhawey, W.H., 2003. Cluster analysis of recent benthic foraminifera from the northwestern Mediterranean coast of Egypt. Revue de Micropaleontologie, 46, 111-130."
R00399,IT,1844,"De Notaris, G. 1844. Osservazione su alcuni generi e specie della tribu dei Pirenomiceti sferiacei. 2:38-55"
R00400,IT,1975,"Sartoni, G. & Sarti, M., 1976. Sulla presenza a Livorno di ‘Aglaothamnion feldmanniae’ L’Hardy-Halos. Informatore Botanico Italiano 8, 185."
R00401,NO,1960,"Bjaerke, M.R., 2004. Molecular and ecological studies on introduced marine macroalgae in Norwegian waters.- PhD thesis, University of Oslo. [sid. [v] + 29."
R00402,PT,2005,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R00403,NL,1896,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668
R00404,NL,1896,"Pelt Lechner Α .Α. Van (1896) . Lepidoptera omenbij Zevenhuizen (Z.­H.) Tijdschr . Ent., 39 : 75-76"
R00405,UK,1912,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R00407,PT,2005,Borges et al. (2005) Direccao Regional do Ambiente and Universidade das Açores
R00409,RU,2003,Mozolevskaya & Izhevskii (2007) Zashchita Rastenii 5: 28-30
R00410,DK,2007,"Hans Peter Ravn, Forest & Landscape, University of Copenhagen, pers. comm. 1/9-2010"
R00411,PT,2004,Euro+Med PlantBase - the information resource for Euro-Mediterranean plant diversity.. 2006-
R00413,BE,1827,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00421,UK,2001,"Shaw, PJA; Kibby, G., the fungal biodiversity of ornamental woodchips, Field Mycology, Volume 2(1), January 2001"
R19747,UK,1998,"Feare C, Craig A, 1998. Starlings and Mynas. Christopher Helm, London, England."
R00423,CZ,1823,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00424,LT,1962,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00425,AT,1965,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00426,LV,1962,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R08035,BE,1892,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00433,BE,1911,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00434,NO,1983,NOBANIS - European Network on Invasive Alien Species. 
R00437,BE,1904,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00438,BE,1904,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00439,BE,1990,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00442,AT,1913,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00443,BE,1893,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00444,BE,1881,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00446,DK,1963,NOBANIS - European Network on Invasive Alien Species. 
R00447,BE,1950,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R18296,BE,1998,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R17797,ES,2009,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp."
R00456,CZ,1875,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R00457,DE,1911,Nobanis (2013)
R00458,FR,1994,"Verlaque, M., 1996. L'etang de thau (France), un site majeur d'introduction d'especes en Mediterranee - Relations avec 'ostreiculture, in: Ribera, A., Ballesteros, E., Boudouresque, C.F., Gomez, A., Gravez, V. (Eds). Second international Workshop on Caul."
R19908,PT,1909,DAISIE
R16528,EG,1966,"Guerguess, S.K. & Halim, Y., 1973. Chaetognathes du plancton d’ Alexandrie. II. Un specimen mur de Sagitta neglecta Aida en Mediterranee. Rapports et Proces-Verbaux des Reunions. Commission Internationale pour l’Exploration Scientifique de la Mer Mediter"
R00460,FR,1749,"Kowarik I., Säumel I. 2007.Biological flora of Central Europe: Ailanthus altissima (Mill.) Swingle..Perspectives in Plant Ecology, Evolution and Systematics 207-237(207-237)"
R00461,FR,1973,"Gruet, Y., Heral, M., & Robert, J.M., 1976. Premières observations sur l'introduction de la faune associée au naissain d'huîtres Japonaises Crassostrea gigas (thunberg), importé sur la côte Atlantique Française. CBM-Cahiers de Biologie Marine, 17(2), 173-184."
R00462,LV,1906,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00464,DE,1852,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00466,UK,1745,Long Jl (1981). Introduced Birds Of the World. Universe Books. New York. 528 pp.
R00467,UK,1873,Long Jl (1981). Introduced Birds Of the World. Universe Books. New York. 528 pp.
R00469,PT,1864,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00471,DK,1913,NOBANIS - European Network on Invasive Alien Species. 
R00472,EE,1839,NOBANIS - European Network on Invasive Alien Species. 
R00475,SE,1827,NOBANIS - European Network on Invasive Alien Species. 
R19334,LB,1999,"Harmelin, 2014"
R19813,PT,2006,"Higgins PJ, Peter JM, Cowling SJ, 2006. Handbook of Australian, New Zealand and Antarctic Birds (Vol. 7, Part A: Boatbill to Larks). Oxford University Press, Melbourne, Australia."
R00477,IT,1745,"CABI-Invasive Species Compendium. Datasheets, maps, images, abstracts and full text on invasive species of the world. "
R13501,PT,2002,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00481,CY,1972,"Froese and Pauly (2013) FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2013)"
R00486,DE,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00487,IT,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00491,DK,1987,NOBANIS - European Network on Invasive Alien Species. 
R00492,SE,1992,NOBANIS - European Network on Invasive Alien Species. 
R00493,UK,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00494,SE,1938,NOBANIS - European Network on Invasive Alien Species. 
R00495,FI,1998,Euro+Med PlantBase - the information resource for Euro-Mediterranean plant diversity.. 2006-
R00496,FI,1998,Euro+Med PlantBase - the information resource for Euro-Mediterranean plant diversity.. 2006-
R00498,SE,1938,NOBANIS - European Network on Invasive Alien Species. 
R00499,FI,1998,Euro+Med PlantBase - the information resource for Euro-Mediterranean plant diversity.. 2006-
R00500,FI,1998,Euro+Med PlantBase - the information resource for Euro-Mediterranean plant diversity.. 2006-
R00501,BE,1950,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00502,UK,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00504,SE,1906,NOBANIS - European Network on Invasive Alien Species. 
R00505,SE,1938,NOBANIS - European Network on Invasive Alien Species. 
R00507,SE,1939,NOBANIS - European Network on Invasive Alien Species. 
R00508,NO,1999,NOBANIS - European Network on Invasive Alien Species. 
R00509,CZ,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00510,SE,1893,NOBANIS - European Network on Invasive Alien Species. 
R00511,DE,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00512,NO,1996,NOBANIS - European Network on Invasive Alien Species. 
R00513,SE,1927,NOBANIS - European Network on Invasive Alien Species. 
R00514,CZ,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R00517,IT,100 ,Long Jl (1981). Introduced Birds Of the World. Universe Books. New York. 528 pp.
R00518,ES,1450,"Hagemeijer, E. J. M. And M. J. Blair, Eds. (1997). the Ebcc Atlas Of European Breeding Birds: their Distribution And Abundance. London, T & Ad Poyser."
R00519,CZ,1600,Dourdine (1975)
R00520,PT,1424,Long Jl (1981). Introduced Birds Of the World. Universe Books. New York. 528 pp.
R18210,IL,2005,Mienis et al. (2012)
R00521,PT,2005,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R00522,PT,2005,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R00523,SE,1939,Nobanis (2013)
R00525,FO,1981,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R00526,IL,1924,"Steinitz, W., 1927. Beitrage zur Kenntnis der Kustenfauna Palastinas. I. Pubblicazioni della Stazione Zoologica di Napoli, 8(3-4): 311-353."
R19531,IE,1986,Touzet et al. 2008
R20037,IT,2021,"Rizzo D, Suma P, Rossi E, Farina P, Da Lio D, Bartolini L, Salemi C, Farina A, Rapisarda C, 2021. First record of Aleurocanthus camelliae Kanmiya & Kasai, 2011 (Hemiptera, Aleyrodidae) from Italy, on ornamental Camellia spp. plants. EPPO Bulletin.  Aug;51(2):333-9."
R17959,IT,2008,"Mifsud D, Coquempot C, Mühlethaler R, Wilson M, Streito J-C, 2010, Other Hemiptera Sternorrhyncha (Aleyrodidae, Phylooxeroidea, and Psylloidea) and Hemiptera Auchenorrhyncha., BioRisk, 4, 511-552"
R17975,IT,2007,"Mifsud D, Coquempot C, Mühlethaler R, Wilson M, Streito J-C, 2010, Other Hemiptera Sternorrhyncha (Aleyrodidae, Phylooxeroidea, and Psylloidea) and Hemiptera Auchenorrhyncha., BioRisk, 4, 511-552"
R18017,HR,2005,"Simala M, Masten Milek T, Koric B, 2009, Whitefly species (Hemiptera: Aleyrodidae) recorded on imported ornamental plants in Croatia from 2005-2008., Zbornik predavanj in referatov 9. slovenskega posvetovanja o varstvu rastlin z mednarodno udeležbo, Nova Gorica, 4.–5. marec 2009, 389-396"
R18027,HR,2007,"Snazell R & Smithers P, 2007, Pseudanapis aloha Forster (Araneae, Anapidae) from the Eden Project in Cornwall, England., Bull. Br. Arachnol. Soc., 14, 74-76"
R00531,ES,1962,"Mifsud D, Coquempot C, Mühlethaler R, Wilson M, Streito J-C, 2010, Other Hemiptera Sternorrhyncha (Aleyrodidae, Phylooxeroidea, and Psylloidea) and Hemiptera Auchenorrhyncha., BioRisk, 4, 511-552"
R00532,BE,1908,Reynaud (2010) BioRisk 4: 767–791.
